"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2023","36","Newcastle University","148","3.67","3.29","0.70","","73.8","74.5","14.7","1932","567","","95.4","","682"
"2023","37","University of Aberdeen","185","3.98","3.03","0.73","","71.6","72.4","15.0","1860","730","","92.7","","680"
"2023","38","University of the Arts London","135","3.66","3.18","0.14","","58.2","67.4","11.9","2933","281","","88.2","","679"
"2023","39","University of Essex","112","3.76","3.23","0.65","","65.3","71.3","16.0","2044","1350","","89.3","","674"
"2023","40","City, University of London","133","3.73","3.25","0.56","","77.7","79.6","19.4","1882","612","","94.3","","667"
"2023","41","University of Sussex","135","3.78","3.29","0.69","","66.8","66.4","17.3","1544","873","","92.4","","665"
"2023","42","Swansea University","131","3.95","3.20","0.47","","71.5","73.3","16.2","1485","609","","91.0","","651"
"2023","43","Northumbria University, Newcastle","133","3.73","3.06","0.68","","71.4","76.1","15.7","1575","621","","85.3","","649"
"2023","44","Ulster University","131","3.98","3.20","0.55","","70.3","74.8","20.3","1665","661","","90.5","","642"
"2023","45","Oxford Brookes University","122","3.74","2.87","0.39","","73.7","77.8","14.0","1415","789","","91.0","","640"
"2023","46","SOAS University of London","140","3.83","3.24","0.57","","68.0","70.5","14.6","2601","457","","87.6","","637"
"2023","47","University of Kent","123","3.89","3.26","0.67","","65.1","69.5","17.7","1294","759","","92.7","","636"
"2023","48","Aston University, Birmingham","133","3.82","3.06","0.52","","75.5","77.9","17.0","1452","547","","93.1","","633"
"2023","49","University of Dundee","180","3.87","3.23","0.41","","73.8","76.1","14.9","1850","638","","90.2","","632"
"2023","50","University of Stirling","169","3.93","3.11","0.67","","66.4","73.9","18.6","1030","842","","89.9","","631"
"2023","51","University of Lincoln","125","3.91","2.98","0.39","","65.2","71.7","16.1","1316","816","","90.4","","630"
"2023","52","Keele University","127","3.91","3.07","0.52","","74.4","77.9","15.3","1494","619","","91.7","","621"
"2023","53","Aberystwyth University","125","4.09","3.00","0.69","","61.2","67.2","15.6","2367","473","","85.6","","615"
"2023","54","Norwich University of the Arts","131","3.94","2.96","0.13","","56.9","65.7","15.5","1963","700","","86.1","","611"
"2023","55","St George's, University of London","145","3.53","3.23","0.38","","94.6","93.2","13.1","2088","335","","95.2","","607"
"2023","56","Nottingham Trent University","123","3.80","3.10","0.20","","62.5","69.7","15.3","1287","782","","89.8","","606"
"2023","57","Coventry University","121","3.93","2.90","0.23","","68.4","73.0","13.8","1958","611","","80.2","","605"
"2023","58","University of Hull","125","3.92","3.10","0.37","","70.3","74.3","16.2","1925","858","","82.7","","598"
"2023","59","University of Huddersfield","126","3.76","2.80","0.47","","62.8","71.8","14.7","1828","716","","86.6","","595"
"2023","60","University of Chester","123","3.84","2.50","0.48","","66.3","72.6","15.1","2000","869","","87.3","","594"
"2023","61","Bristol, UWE","123","3.90","2.96","0.25","","72.8","74.5","15.7","1085","557","","86.2","","586"
"2023","62","Goldsmiths, University of London","124","3.60","3.11","0.64","","57.6","66.0","13.9","2389","859","","77.6","","585"
"2023","63","Bangor University","122","3.87","3.23","0.46","","61.8","67.1","15.1","1376","849","","84.2","","584"
"2023","64","Edge Hill University","128","3.87","2.67","0.32","","63.4","71.2","15.5","1584","890","","87.7","","581"
"2023","64","University of Plymouth","132","3.89","3.01","0.45","","70.9","76.1","17.3","1900","542","","87.9","","581"
"2023","66","Sheffield Hallam University","118","3.77","2.93","0.28","","72.1","74.8","17.7","2214","439","","88.0","","577"
"2023","67","Manchester Metropolitan University","123","3.74","3.11","0.36","","61.5","67.5","17.5","2057","731","","87.3","","574"
"2023","68","University of Hertfordshire","113","3.89","3.02","0.32","","67.9","73.5","16.5","1519","967","","86.3","","571"
"2023","69","University of Portsmouth","119","3.79","3.00","0.41","","65.4","70.4","16.8","1528","638","","87.8","","567"
"2023","70","Falmouth University","127","3.88","3.17","0.20","","52.7","63.1","14.8","1528","511","","84.7","","565"
"2023","71","Arts University Bournemouth","148","3.84","2.63","0.20","","52.9","61.1","14.5","1409","324","","88.7","","563"
"2023","72","Cardiff Metropolitan University","124","3.86","2.83","0.28","","64.4","72.0","18.1","1685","750","","82.1","","562"
"2023","72","Bournemouth University","116","3.60","2.77","0.66","","71.2","72.4","19.2","1672","718","","87.0","","562"
"2023","74","University of Bradford","129","3.87","2.85","0.53","","69.1","76.5","19.1","1274","662","","91.0","","549"
"2023","74","University for the Creative Arts","129","3.86","3.06","0.11","","49.9","57.5","13.8","2291","204","","85.1","","549"
"2023","76","University of Chichester","129","4.03","2.41","0.36","","59.3","68.9","15.2","1042","739","","86.2","","546"
"2023","77","University of West London","117","4.04","2.67","0.13","","60.6","68.6","12.9","1530","734","","76.5","","545"
"2023","78","University of Roehampton","105","3.84","3.11","0.44","","57.1","66.6","18.3","2302","863","","80.8","","539"
"2023","78","Kingston University","120","3.87","2.89","0.39","","65.8","69.6","17.0","1936","683","","82.9","","539"
"2023","80","Liverpool John Moores University","132","3.78","2.82","0.45","","63.4","69.5","18.0","1226","405","","85.9","","538"
"2023","81","University of Brighton","117","3.62","3.05","0.40","","70.8","72.1","18.1","1801","579","","86.0","","535"
"2023","81","Brunel University of London","123","3.55","2.88","0.75","","65.1","72.9","17.9","1118","495","","89.4","","535"
"2023","83","University of Greenwich","121","3.87","2.86","0.51","","68.4","72.8","19.5","1229","628","","86.8","","534"
"2023","83","University of Sunderland","122","4.00","2.75","0.13","","56.2","70.0","15.9","1911","553","","80.1","","534"
"2023","85","University of Salford","124","3.77","3.00","0.27","","68.0","73.0","17.9","1263","701","","83.9","","533"
"2023","85","University of Worcester","123","3.96","2.32","0.34","","70.9","76.8","17.5","1217","607","","84.9","","533"
"2023","87","St Mary's University, Twickenham","112","4.07","2.72","0.47","","65.6","72.4","16.0","1164","776","","74.2","","531"
"2023","88","Glasgow Caledonian University","170","3.89","2.95","0.31","","73.6","77.2","22.9","1465","273","","88.9","","529"
"2023","89","Birmingham City University","122","3.88","2.70","0.19","","67.7","72.5","17.2","1293","530","","86.6","","525"
"2023","89","Liverpool Hope University","117","3.82","2.52","0.62","","56.7","73.9","16.3","811","1182","","83.5","","525"
"2023","91","University of South Wales","127","3.86","2.66","0.21","","61.9","70.9","16.1","1710","282","","81.6","","523"
"2023","91","University of Derby","123","3.95","2.52","0.25","","62.8","71.4","15.8","1362","394","","83.2","","523"
"2023","93","Queen Margaret University, Edinburgh","161","3.97","2.59","0.37","","64.5","74.1","21.9","1040","397","","88.1","","519"
"2023","94","Teesside University","119","3.74","2.76","0.32","","70.0","76.8","17.1","1956","479","","80.2","","517"
"2023","95","Bath Spa University","124","3.81","2.71","0.46","","52.4","65.3","16.6","1674","547","","82.1","","515"
"2023","95","Royal Agricultural University","117","3.76","2.33","0.53","","61.6","80.8","21.5","2292","963","","92.3","","515"
"2023","97","Edinburgh Napier University","148","3.99","2.86","0.45","","69.0","70.3","22.1","1898","309","","87.5","","504"
"2023","98","University of Northampton","112","3.77","2.22","0.24","","67.4","76.9","17.7","1907","698","","86.2","","501"
"2023","99","University of Lancashire","125","3.80","2.81","0.30","","63.2","69.9","16.2","1679","423","","79.7","","498"
"2023","100","University of Suffolk","110","3.85","2.69","0.12","","73.4","77.3","15.0","2165","531","","66.7","","495"
"2023","101","University of Gloucestershire","118","3.88","2.43","0.31","","60.8","68.6","17.2","1529","439","","81.8","","493"
"2023","102","University of Staffordshire","116","3.95","2.78","0.17","","63.5","68.5","17.7","1360","474","","79.0","","489"
"2023","103","Robert Gordon University","153","4.02","2.54","0.17","","69.9","76.1","20.8","1170","481","","86.8","","488"
"2023","103","York St John University","112","3.94","2.43","0.47","","61.3","69.1","18.0","1467","568","","86.4","","488"
"2023","105","Canterbury Christ Church University","108","3.76","2.72","0.32","","67.0","75.3","18.2","1462","550","","83.8","","486"
"2023","106","Leeds Beckett University","113","3.85","2.68","0.36","","64.4","68.7","21.7","1470","684","","84.4","","485"
"2023","107","Buckinghamshire New University","112","3.92","2.25","0.13","","63.3","72.0","15.4","2591","581","","70.6","","479"
"2023","108","Abertay University","150","3.95","2.66","0.64","","64.3","70.1","24.2","1023","645","","81.8","","477"
"2023","109","University of Winchester","115","3.74","2.53","0.38","","61.3","68.5","18.1","1194","452","","87.4","","474"
"2023","110","De Montfort University","108","3.64","2.69","0.39","","62.2","67.9","18.5","1350","919","","84.5","","471"
"2023","111","University of Westminster, London","116","3.76","3.00","0.47","","54.3","64.1","19.9","1261","543","","85.0","","465"
"2023","112","Middlesex University","109","3.79","2.78","0.45","","55.7","67.3","17.1","2384","345","","75.6","","463"
"2023","113","Plymouth Marjon University","118","4.08","2.49","0.29","","58.7","72.4","19.2","618","350","","83.3","","457"
"2023","114","Anglia Ruskin University","109","3.92","2.81","0.24","","68.9","76.2","19.4","1267","480","","78.2","","454"
"2023","115","University of Buckingham","111","4.03","","","","83.2","88.5","18.5","841","466","","87.1","","448"
"2023","116","London South Bank University","107","3.74","2.78","0.23","","64.8","71.8","17.5","1696","282","","85.1","","443"
"2023","117","Southampton, Solent University","116","3.87","2.16","0.25","","56.5","62.9","17.5","1408","727","","80.8","","442"
"2023","118","Lincoln Bishop University","102","3.84","1.92","0.39","","67.2","77.2","19.8","1276","855","","89.4","","421"
"2023","118","University of Cumbria","120","3.81","2.30","0.25","","66.3","75.3","18.7","1227","319","","85.0","","421"
"2023","120","University of Wales Trinity Saint David","139","3.97","2.50","0.10","","55.2","69.1","21.1","1096","401","","75.7","","419"
"2023","121","University of Wolverhampton","112","3.83","2.56","0.35","","61.7","68.4","16.5","1748","318","","72.7","","414"
"2023","122","Birmingham Newman University","109","3.97","2.03","0.43","","59.6","72.8","18.0","1486","341","","79.7","","402"
"2023","123","London Metropolitan University","96","4.07","2.63","0.20","","52.9","67.1","21.4","2314","954","","70.2","","388"
"2023","124","University of Greater Manchester","114","4.03","1.89","0.20","","55.8","66.4","16.4","1381","478","","77.3","","370"
"2023","125","University of the West of Scotland","140","3.75","2.48","0.45","","65.5","72.3","23.5","1703","460","","78.7","","369"
"2023","126","University of East London","107","3.86","2.58","0.35","","55.1","67.4","26.2","988","572","","78.8","","332"
"2023","127","Wrexham University","107","4.10","2.19","0.32","","59.1","70.3","24.9","972","398","","75.6","","320"
"2023","128","Leeds Trinity University","111","3.74","2.11","0.37","","56.2","66.8","21.5","1256","386","","72.2","","310"
"2023","128","University of Bedfordshire","108","3.83","2.71","0.23","","64.4","72.4","24.3","1197","480","","62.6","","310"
"2023","130","Ravensbourne University London","111","3.54","2.20","0.17","","59.6","71.8","24.6","1150","309","","79.0","","300"
"2024","1","University of Cambridge","209","","3.53","1.00","","90.9","82.7","11.6","2693","1113","","","99.3","1000"
"2024","2","University of Oxford","205","","3.49","0.95","","90.3","83.0","10.3","2753","600","","","97.9","984"
"2024","3","London School of Economics and Political Science, University of London","195","3.91","3.53","0.65","","87.4","78.6","12.8","1868","789","","","99.1","955"
"2024","4","University of St Andrews","212","4.18","3.31","0.71","","82.8","83.5","11.9","2761","713","","","97.6","917"
"2024","5","University of Bath","181","4.01","3.31","0.73","","90.6","84.5","15.3","2009","922","","","97.7","892"
"2024","6","Imperial College London","206","3.96","3.63","0.80","","95.7","84.4","11.9","3033","578","","","95.0","891"
"2024","7","Loughborough University","160","3.98","3.30","0.71","","84.1","80.7","14.1","1959","1456","","","96.9","889"
"2024","8","Durham University","185","3.88","3.34","0.70","","85.6","82.2","13.5","2357","898","","","97.5","882"
"2024","9","UCL (University College London)","190","3.92","3.50","0.72","","85.2","79.5","10.9","2217","387","","","97.2","862"
"2024","10","Lancaster University","153","4.00","3.37","0.80","","78.6","78.6","14.0","2216","967","","","97.1","843"
"2024","11","University of Warwick","173","4.00","3.42","0.59","","85.0","80.9","13.9","1654","869","","","96.1","835"
"2024","12","The University of Edinburgh","197","3.72","3.42","0.76","","82.3","78.1","12.3","1366","738","","","97.5","801"
"2024","13","University of Surrey","143","4.03","3.29","0.62","","83.5","82.2","14.4","2331","769","","","93.8","799"
"2024","14","University of Birmingham","158","3.80","3.43","0.63","","82.4","81.0","14.6","1668","1517","","","96.1","796"
"2024","15","University of Exeter","164","3.93","3.35","0.69","","80.6","77.5","16.0","1519","1024","","","97.0","786"
"2024","16","University of Bristol","174","3.78","3.51","0.67","","83.1","78.4","13.9","1619","763","","","97.4","783"
"2024","17","University of Southampton","156","3.91","3.41","0.71","","79.8","78.9","14.0","1874","703","","","96.9","780"
"2024","17","University of York","157","3.93","3.45","0.65","","79.8","78.1","14.2","1231","799","","","96.6","780"
"2024","19","University of Manchester","167","3.73","3.47","0.66","","81.7","78.7","13.9","2201","576","","","96.5","761"
"2024","20","University of Sheffield","157","3.94","3.40","0.66","","77.8","77.8","14.4","1963","567","","","96.7","758"
"2024","21","Cardiff University","153","3.81","3.36","0.59","","82.5","79.7","13.9","1836","797","","","96.2","753"
"2024","22","University of Leeds","162","3.71","3.35","0.65","","80.4","79.4","14.4","2603","403","","","96.2","748"
"2024","23","University of East Anglia UEA","139","3.81","3.38","0.56","","78.3","78.8","13.4","1937","1172","","","94.7","747"
"2024","24","King's College London, University of London","171","3.74","3.46","0.69","","85.8","81.0","14.0","1832","822","","","95.0","743"
"2024","24","University of Liverpool","147","3.77","3.34","0.61","","75.2","76.1","13.6","2458","896","","","96.7","743"
"2024","26","University of Glasgow","209","3.85","3.43","0.57","","78.3","78.9","14.4","1675","543","","","96.5","742"
"2024","27","Queen's University Belfast","156","3.83","3.27","0.70","","83.2","79.6","15.4","1435","710","","","95.5","733"
"2024","28","University of Nottingham","154","3.80","3.34","0.68","","82.1","80.3","15.7","1846","840","","","96.3","727"
"2024","29","University of the Arts London","150","3.79","3.18","0.14","","59.3","68.5","11.5","2957","307","","","93.9","724"
"2024","30","Newcastle University","151","3.71","3.29","0.70","","79.3","77.0","14.3","2152","625","","","96.4","717"
"2024","31","University of Strathclyde","210","3.95","3.29","0.65","","80.3","79.6","18.8","1605","500","","","95.2","713"
"2024","32","University of Essex","126","3.88","3.23","0.65","","68.6","72.4","14.6","2500","1470","","","90.0","712"
"2024","33","Harper Adams University","134","3.90","2.61","0.25","","71.0","86.7","13.8","1954","2103","","","95.5","710"
"2024","34","University of Reading","131","3.91","3.24","0.63","","75.9","75.4","15.8","2074","780","","","94.4","705"
"2024","35","University of Aberdeen","185","4.07","3.03","0.73","","76.1","76.6","15.1","1880","708","","","96.1","695"
"2024","36","Northumbria University, Newcastle","142","3.84","3.06","0.68","","75.3","77.3","15.5","1696","613","","","89.8","689"
"2024","37","Royal Holloway, University of London","139","3.89","3.30","0.70","","67.8","70.5","15.9","1742","724","","","95.1","683"
"2024","38","University of Leicester","132","3.86","3.30","0.63","","72.1","75.3","14.4","2263","638","","","94.7","681"
"2024","39","Aberystwyth University","130","4.17","3.00","0.69","","60.3","67.4","14.9","2910","600","","","94.2","678"
"2024","40","Swansea University","136","3.86","3.20","0.47","","74.9","74.6","15.9","1427","764","","","94.7","675"
"2024","41","Aston University, Birmingham","134","3.86","3.06","0.52","","78.6","81.0","17.0","1414","586","","","96.8","673"
"2024","42","City, University of London","139","3.72","3.25","0.56","","76.4","77.5","18.2","1922","611","","","94.4","671"
"2024","42","Nottingham Trent University","127","3.98","3.10","0.20","","67.6","72.0","15.1","1320","730","","","95.3","671"
"2024","44","Heriot-Watt University","176","3.68","3.22","0.67","","76.5","77.9","18.4","2135","1346","","","92.7","670"
"2024","45","University of Lincoln","127","3.93","2.98","0.39","","66.6","71.1","15.1","1450","956","","","94.6","669"
"2024","46","Oxford Brookes University","118","3.83","2.87","0.39","","73.1","76.5","13.0","1369","760","","","93.7","664"
"2024","47","University of Portsmouth","128","3.95","3.00","0.41","","71.7","72.1","15.8","1730","768","","","93.0","660"
"2024","48","University of Kent","127","3.82","3.26","0.67","","70.1","72.8","16.5","1376","761","","","94.1","658"
"2024","49","Ulster University","134","4.00","3.20","0.55","","72.8","77.9","18.3","1872","755","","","89.0","653"
"2024","50","University of Sussex","133","3.81","3.29","0.69","","66.3","72.3","17.8","1518","839","","","95.4","652"
"2024","51","University of Stirling","177","3.93","3.11","0.67","","69.9","72.8","19.2","1116","866","","","94.4","649"
"2024","52","Bangor University","129","3.98","3.23","0.46","","67.0","74.2","17.1","1344","1017","","","93.8","639"
"2024","53","Queen Mary University of London","151","3.77","3.39","0.61","","73.5","73.2","15.6","1852","612","","","95.0","638"
"2024","54","University of West London","118","4.17","2.67","0.13","","66.8","70.5","12.9","1671","809","","","89.8","633"
"2024","55","Bournemouth University","119","3.79","2.77","0.66","","75.2","76.5","18.3","1657","747","","","92.2","630"
"2024","56","Norwich University of the Arts","132","3.90","2.96","0.13","","64.4","70.0","15.3","1860","726","","","92.0","629"
"2024","57","Edge Hill University","135","3.87","2.67","0.32","","67.4","73.3","15.1","1578","974","","","91.9","627"
"2024","58","University of Dundee","180","3.85","3.23","0.41","","78.9","76.7","15.4","1796","606","","","94.0","624"
"2024","58","SOAS University of London","140","3.71","3.24","0.57","","72.7","69.4","15.0","2349","462","","","92.2","624"
"2024","60","Manchester Metropolitan University","134","3.93","3.11","0.36","","65.5","70.9","18.0","2194","744","","","91.8","619"
"2024","61","Falmouth University","132","3.97","3.17","0.20","","59.4","63.1","14.3","1670","550","","","","617"
"2024","61","University of Chester","129","3.81","2.50","0.48","","67.7","70.9","15.1","2021","811","","","93.4","617"
"2024","63","Sheffield Hallam University","121","3.77","2.93","0.28","","72.3","75.6","17.1","2429","460","","","91.7","616"
"2024","64","University of Plymouth","137","3.89","3.01","0.45","","75.2","75.5","16.7","1890","536","","","92.9","615"
"2024","65","Keele University","131","3.82","3.07","0.52","","75.6","79.1","15.1","1435","620","","","94.3","613"
"2024","66","Leeds Beckett University","124","3.88","2.68","0.36","","67.4","75.0","17.5","1488","761","","","92.0","607"
"2024","67","Bristol, UWE","128","3.90","2.96","0.25","","75.1","75.2","16.8","1029","608","","","92.0","606"
"2024","68","University of Brighton","122","3.76","3.05","0.40","","71.9","74.7","17.0","2070","532","","","92.1","603"
"2024","69","Coventry University","126","3.99","2.90","0.23","","67.8","73.3","13.0","2337","677","","","83.2","602"
"2024","70","University of Huddersfield","129","3.91","2.80","0.47","","65.0","71.8","14.6","1883","730","","","87.7","600"
"2024","71","Cardiff Metropolitan University","132","3.82","2.83","0.28","","68.0","75.6","18.9","1618","729","","","90.1","598"
"2024","72","Arts University Bournemouth","145","3.89","2.63","0.20","","56.3","69.3","14.4","1328","367","","","94.6","594"
"2024","73","Royal Agricultural University","125","3.95","2.33","0.53","","67.9","79.2","21.3","2437","727","","","95.9","592"
"2024","74","Goldsmiths, University of London","127","3.51","3.11","0.64","","62.7","65.6","13.4","2476","906","","","88.9","591"
"2024","75","University of Sunderland","129","3.98","2.75","0.13","","61.1","72.6","13.9","1997","569","","","86.6","589"
"2024","76","University of Hull","127","3.92","3.10","0.37","","71.7","76.2","16.5","1761","789","","","88.9","588"
"2024","77","Liverpool Hope University","123","3.97","2.52","0.62","","59.9","71.1","14.9","789","1183","","","91.2","585"
"2024","78","St George's, University of London","149","3.58","3.23","0.38","","90.7","89.2","14.2","2119","368","","","94.6","583"
"2024","79","Glasgow Caledonian University","175","3.91","2.95","0.31","","75.7","79.4","22.6","1616","254","","","93.4","582"
"2024","80","University of Suffolk","113","3.82","2.69","0.12","","79.0","77.7","13.1","2699","656","","","84.2","581"
"2024","81","Liverpool John Moores University","132","3.92","2.82","0.45","","67.5","71.9","18.1","1248","397","","","91.1","580"
"2024","82","University of Salford","130","3.84","3.00","0.27","","69.3","73.8","18.1","1477","715","","","91.8","579"
"2024","83","University of Hertfordshire","119","3.92","3.02","0.32","","69.5","73.9","17.6","1413","847","","","91.4","574"
"2024","83","University of Chichester","132","3.97","2.41","0.36","","60.8","68.5","15.2","918","676","","","95.0","574"
"2024","85","University of Worcester","127","3.86","2.32","0.34","","71.3","80.6","17.2","1416","660","","","90.4","572"
"2024","86","St Mary's University, Twickenham","118","4.09","2.72","0.47","","66.6","69.3","16.4","1141","766","","","89.2","571"
"2024","87","University for the Creative Arts","129","3.90","3.06","0.11","","51.1","60.7","12.6","2463","276","","","89.4","569"
"2024","87","Kingston University","128","3.92","2.89","0.39","","68.9","70.8","18.1","1690","622","","","92.8","569"
"2024","89","Edinburgh Napier University","156","3.97","2.86","0.45","","75.1","76.7","21.4","1869","318","","","91.4","560"
"2024","90","Birmingham City University","130","3.90","2.70","0.19","","68.0","75.0","17.1","1244","533","","","91.4","559"
"2024","91","University of Roehampton","106","3.93","3.11","0.44","","55.8","68.3","17.9","2251","879","","","89.8","554"
"2024","92","Robert Gordon University","152","4.05","2.54","0.17","","76.3","80.3","19.2","1267","554","","","92.4","552"
"2024","92","Teesside University","122","3.97","2.76","0.32","","73.1","76.3","17.2","1886","471","","","85.7","552"
"2024","94","Leeds Arts University","148","3.95","1.74","0.48","","61.5","69.5","16.5","836","268","","","97.1","548"
"2024","95","Brunel University of London","125","3.75","2.88","0.75","","65.7","71.1","18.2","1536","507","","","91.9","547"
"2024","96","Southampton, Solent University","120","3.92","2.16","0.25","","60.4","68.1","15.3","1710","744","","","90.1","545"
"2024","96","University of Winchester","122","3.88","2.53","0.38","","66.0","72.9","18.1","1256","464","","","92.3","545"
"2024","98","University of Gloucestershire","119","3.81","2.43","0.31","","64.8","70.2","15.4","1515","420","","","91.6","544"
"2024","99","University of Lancashire","129","3.86","2.81","0.30","","69.0","71.8","15.6","1618","435","","","88.6","542"
"2024","100","University of Derby","125","3.99","2.52","0.25","","66.6","70.6","14.9","1400","368","","","87.6","537"
"2024","101","University of South Wales","129","3.90","2.66","0.21","","64.0","69.7","16.6","1967","205","","","89.0","535"
"2024","102","Abertay University","160","3.98","2.66","0.64","","67.0","70.5","22.8","1041","630","","","89.0","532"
"2024","102","Queen Margaret University, Edinburgh","165","3.91","2.59","0.37","","65.2","69.3","20.6","954","404","","","94.5","532"
"2024","102","Bath Spa University","121","3.92","2.71","0.46","","59.4","64.1","19.6","1328","475","","","94.0","532"
"2024","105","University of Bradford","132","3.80","2.85","0.53","","76.2","79.3","20.1","960","486","","","90.7","528"
"2024","106","Canterbury Christ Church University","114","3.84","2.72","0.32","","73.6","76.8","16.2","1742","644","","","87.2","526"
"2024","107","York St John University","119","4.02","2.43","0.47","","60.4","70.5","17.7","1541","529","","","91.4","523"
"2024","108","University of Staffordshire","121","3.92","2.78","0.17","","61.8","62.5","17.4","1327","502","","","90.1","513"
"2024","109","De Montfort University","113","3.78","2.69","0.39","","67.1","71.1","18.3","1478","966","","","89.0","507"
"2024","110","University of Greenwich","122","3.94","2.86","0.51","","68.4","71.8","20.9","1059","550","","","90.0","502"
"2024","110","Middlesex University","113","3.87","2.78","0.45","","70.8","72.8","15.8","2631","370","","","81.6","502"
"2024","112","University of Westminster, London","116","3.81","3.00","0.47","","62.7","67.4","19.6","1387","539","","","89.9","501"
"2024","113","London South Bank University","115","3.83","2.78","0.23","","65.0","70.1","17.1","1885","318","","","89.4","487"
"2024","114","Buckinghamshire New University","109","4.02","2.25","0.13","","64.3","68.6","16.7","2239","838","","","85.5","486"
"2024","115","University of Northampton","115","3.84","2.22","0.24","","67.0","75.5","17.4","1780","661","","","88.6","484"
"2024","116","Plymouth Marjon University","120","4.13","2.49","0.29","","64.6","71.6","16.9","606","60","","","87.2","483"
"2024","117","University of Wolverhampton","113","3.90","2.56","0.35","","64.6","71.3","15.6","1910","322","","","85.8","474"
"2024","118","University of Wales Trinity Saint David","141","3.96","2.50","0.10","","58.0","66.3","20.3","1204","479","","","87.8","473"
"2024","118","Anglia Ruskin University","113","3.94","2.81","0.24","","65.3","72.7","18.8","1374","490","","","87.0","473"
"2024","120","University of Greater Manchester","120","4.07","1.89","0.20","","59.0","66.0","15.1","1664","617","","","86.0","472"
"2024","121","Leeds Trinity University","113","4.01","2.11","0.37","","59.1","70.8","18.1","1418","414","","","89.9","458"
"2024","122","University of Cumbria","121","3.82","2.30","0.25","","66.1","74.9","18.1","1139","277","","","89.0","440"
"2024","123","London Metropolitan University","100","4.11","2.63","0.20","","57.9","65.7","19.3","2259","957","","","83.0","431"
"2024","123","University of East London","115","3.87","2.58","0.35","","61.0","72.4","25.0","977","578","","","90.6","431"
"2024","125","Birmingham Newman University","115","3.94","2.03","0.43","","62.2","68.4","16.7","1626","362","","","87.3","425"
"2024","126","University of Bedfordshire","112","3.92","2.71","0.23","","66.0","72.2","22.7","1184","470","","","83.7","423"
"2024","127","University of Buckingham","130","3.97","","","","70.6","73.3","16.4","1413","503","","","91.5","416"
"2024","128","University of the West of Scotland","141","3.84","2.48","0.45","","67.8","74.4","22.4","1757","390","","","85.1","399"
"2024","129","Lincoln Bishop University","107","4.03","1.92","0.39","","64.7","75.7","17.6","1218","865","","","87.2","398"
"2024","130","Wrexham University","115","4.10","2.19","0.32","","63.3","67.1","22.4","1238","509","","","77.3","314"
"2025","1","University of Cambridge","209","","3.53","1.00","","93.1","83.5","11.6","2917","1181","","","99.3","1000"
"2025","2","University of Oxford","205","","3.49","0.95","","91.9","81.0","10.3","2726","600","","","97.9","965"
"2025","3","London School of Economics and Political Science, University of London","195","3.07","3.53","0.65","","91.4","83.0","12.8","1916","738","","","99.1","946"
"2025","4","University of St Andrews","212","3.31","3.31","0.71","","89.6","84.5","11.9","2949","787","","","97.6","938"
"2025","5","Imperial College London","206","3.15","3.63","0.80","","94.2","86.2","11.9","3325","619","","","95.0","897"
"2025","6","Loughborough University","160","3.19","3.30","0.71","","86.8","79.7","14.1","1952","1595","","","96.9","889"
"2025","7","Durham University","185","3.06","3.34","0.70","","89.2","80.7","13.5","2605","1038","","","97.5","887"
"2025","8","University of Bath","181","3.14","3.31","0.73","","90.6","82.0","15.3","2042","996","","","97.7","876"
"2025","9","UCL (University College London)","190","3.05","3.50","0.72","","88.4","81.0","10.9","2262","440","","","97.2","859"
"2025","10","Lancaster University","153","3.15","3.37","0.80","","81.5","80.7","14.0","2397","1013","","","97.1","844"
"2025","10","University of Warwick","173","3.17","3.42","0.59","","87.6","80.0","13.9","1867","955","","","96.1","844"
"2025","12","University of Surrey","143","3.20","3.29","0.62","","84.8","82.0","14.4","2325","799","","","93.8","808"
"2025","13","University of Birmingham","158","2.99","3.43","0.63","","85.9","80.9","14.6","1667","1734","","","96.1","804"
"2025","14","University of Exeter","164","3.07","3.35","0.69","","85.1","78.2","16.0","1782","1144","","","97.0","801"
"2025","15","The University of Edinburgh","197","2.95","3.42","0.76","","83.3","79.3","12.3","1410","716","","","97.5","798"
"2025","16","University of Bristol","174","3.01","3.51","0.67","","85.4","78.1","13.9","1786","856","","","97.4","795"
"2025","17","University of York","157","3.06","3.45","0.65","","83.3","80.0","14.2","1304","870","","","96.6","788"
"2025","18","University of Sheffield","157","3.12","3.40","0.66","","84.5","78.1","14.4","2135","610","","","96.7","781"
"2025","19","University of Liverpool","147","3.07","3.34","0.61","","83.8","78.5","13.6","2418","927","","","96.7","779"
