"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2008","1","University of Cambridge","530","16.60","6.60","","88.0","","","12.2","1576","574","84.5","97.9","","1000"
"2008","2","University of Oxford","522","16.40","6.50","","78.5","","","13.0","2220","370","89.4","98.4","","987"
"2008","3","Imperial College London","453","14.70","6.40","","86.3","","","9.7","2551","479","72.4","94.8","","898"
"2008","4","London School of Economics and Political Science, University of London","471","15.30","6.40","","83.0","","","13.2","1210","211","74.6","95.9","","822"
"2008","5","University of St Andrews","458","16.70","5.70","","72.9","","","15.4","818","208","79.7","92.6","","797"
"2008","6","UCL (University College London)","429","15.30","6.00","","79.8","","","9.4","1435","179","72.5","93.4","","774"
"2008","7","University of Bristol","440","15.30","5.70","","76.0","","","14.9","1199","279","81.3","95.6","","764"
"2008","8","University of Warwick","453","","6.00","","73.0","","","17.1","1472","233","79.3","96.4","","761"
"2008","9","University of Bath","443","14.90","5.70","","78.9","","","16.7","804","411","76.8","95.3","","753"
"2008","10","Durham University","452","15.50","5.70","","75.7","","","20.3","892","331","75.4","95.8","","750"
"2008","11","Loughborough University","368","16.10","5.10","","69.7","","","17.6","783","416","63.8","90.4","","747"
"2008","12","Aston University, Birmingham","346","14.90","5.00","","76.8","","","14.6","1221","395","64.3","89.6","","726"
"2008","13","Royal Holloway, University of London","356","15.50","5.70","","61.5","","","13.9","792","346","71.3","92.9","","723"
"2008","14","University of York","436","15.50","5.80","","64.4","","","15.0","1015","199","71.0","94.6","","719"
"2008","14","University of Nottingham","431","14.90","5.30","","70.4","","","15.6","980","364","74.5","95.7","","719"
"2008","16","The University of Edinburgh","458","14.90","5.60","","76.6","","","14.5","999","233","77.8","91.6","","716"
"2008","17","University of Exeter","387","15.60","5.20","","65.8","","","16.8","723","254","74.6","95.8","","702"
"2008","17","King's College London, University of London","399","15.20","5.50","","79.8","","","12.4","1350","180","67.2","91.9","","702"
"2008","19","Lancaster University","366","15.60","5.80","","61.2","","","15.8","805","281","64.2","93.8","","699"
"2008","20","University of Southampton","403","15.30","5.80","","67.7","","","16.7","978","298","71.3","90.2","","696"
"2008","20","University of East Anglia UEA","364","16.00","5.40","","59.3","","","17.0","675","366","65.4","94.3","","696"
"2008","20","University of Leicester","371","15.90","5.00","","64.8","","","16.2","704","418","62.5","91.6","","696"
"2008","23","Newcastle University","390","14.90","5.20","","73.1","","","16.7","1089","350","67.6","91.9","","690"
"2008","24","SOAS University of London","365","14.70","5.50","","73.2","","","9.5","1472","186","69.2","81.3","","688"
"2008","25","University of Sheffield","408","15.10","5.50","","70.5","","","15.1","797","278","73.3","91.6","","683"
"2008","26","University of Sussex","382","14.70","5.50","","61.8","","","13.6","822","319","70.3","89.7","","665"
"2008","27","Cardiff University","377","15.10","5.40","","70.3","","","13.9","786","241","66.3","93.1","","660"
"2008","28","Queen's University Belfast","363","15.20","4.90","","73.2","","","17.2","769","398","69.1","87.3","","657"
"2008","29","University of Reading","358","15.40","5.30","","64.5","","","16.8","728","237","69.1","89.5","","656"
"2008","30","University of Glasgow","425","15.20","5.20","","68.3","","","13.9","959","225","64.8","84.9","","652"
"2008","31","University of Manchester","406","14.60","5.70","","65.6","","","14.6","1042","277","68.8","91.4","","651"
"2008","31","University of Birmingham","389","14.80","5.30","","70.3","","","16.6","955","255","69.6","92.0","","651"
"2008","33","University of Aberdeen","447","","4.70","","76.0","","","13.9","934","225","64.3","79.6","","642"
"2008","34","University of Essex","317","15.10","5.60","","63.7","","","14.7","788","318","56.8","85.6","","638"
"2008","35","University of Surrey","341","14.50","5.40","","79.1","","","15.9","825","299","61.6","86.1","","636"
"2008","36","University of Kent","324","15.50","4.80","","65.5","","","16.4","810","230","60.5","85.9","","632"
"2008","37","University of Leeds","387","14.90","5.30","","68.3","","","18.4","723","219","71.2","90.4","","628"
"2008","38","University of Stirling","334","","4.80","","67.0","","","14.5","863","206","62.0","86.8","","615"
"2008","39","University of Hull","384","15.60","4.30","","71.1","","","19.0","586","189","57.3","85.3","","608"
"2008","39","Queen Mary University of London","342","14.90","5.00","","72.5","","","12.8","935","191","61.6","87.8","","608"
"2008","41","University of Strathclyde","429","","4.70","","71.2","","","18.3","914","185","67.9","80.5","","604"
"2008","41","University of Liverpool","370","14.90","5.20","","70.9","","","15.5","731","186","64.8","88.6","","604"
"2008","43","Aberystwyth University","299","15.70","4.50","","56.3","","","19.2","645","308","61.1","88.1","","597"
"2008","44","Heriot-Watt University","375","","4.70","","61.5","","","16.8","657","354","57.9","80.0","","580"
"2008","45","University of Dundee","382","","5.10","","74.8","","","17.6","755","191","58.6","82.6","","574"
"2008","46","Bangor University","290","15.50","4.70","","65.7","","","16.9","828","209","50.0","85.5","","569"
"2008","47","Swansea University","289","15.30","4.60","","60.3","","","16.9","679","262","54.1","87.9","","560"
"2008","48","City, University of London","318","14.60","4.40","","81.1","","","18.7","593","169","63.9","84.7","","557"
"2008","49","University of Bradford","265","15.10","4.40","","76.0","","","18.6","813","296","54.2","82.9","","556"
"2008","50","Keele University","314","15.10","4.60","","64.4","","","18.1","545","146","56.0","93.7","","555"
"2008","51","Goldsmiths, University of London","297","15.20","5.30","","58.6","","","20.2","598","178","58.9","81.9","","544"
"2008","52","Brunel University of London","302","14.10","4.30","","63.2","","","16.7","949","317","63.7","81.5","","543"
"2008","53","Oxford Brookes University","295","14.90","2.80","","72.0","","","17.0","584","333","56.6","82.0","","542"
"2008","54","Ulster University","279","15.00","3.80","","59.3","","","19.2","1051","285","61.8","77.1","","537"
"2008","55","Robert Gordon University","311","","1.90","","81.8","","","18.9","775","183","53.4","79.9","","519"
"2008","56","Nottingham Trent University","283","14.50","2.80","","77.1","","","19.0","694","168","53.3","87.0","","514"
"2008","57","University of Plymouth","275","15.00","3.20","","55.8","","","17.5","768","245","55.9","80.6","","494"
"2008","58","Queen Margaret University, Edinburgh","333","","2.30","","75.0","","","21.3","693","92","60.3","82.3","","493"
"2008","59","University of the Arts London","391","13.70","4.70","","51.3","","","18.7","734","138","57.9","85.3","","492"
"2008","59","University of Wales, Lampeter","258","15.80","4.70","","69.2","","","26.2","387","148","60.5","77.7","","492"
"2008","61","Glasgow Caledonian University","354","","2.50","","61.6","","","18.1","652","156","60.0","81.6","","490"
"2008","62","University of Salford","269","14.50","4.30","","59.8","","","16.7","613","263","53.5","76.7","","479"
"2008","63","University of Roehampton","237","14.80","3.20","","56.1","","","20.3","952","339","52.7","78.0","","478"
"2008","63","University of Lancashire","246","14.90","2.20","","66.3","","","17.4","630","322","48.1","75.6","","478"
"2008","65","University of Wales, Newport","228","15.40","3.00","","57.0","","","19.1","535","261","56.5","77.2","","473"
"2008","66","Bournemouth University","278","14.40","1.90","","63.8","","","18.5","769","106","59.8","83.0","","472"
"2008","67","Birmingham City University","252","14.40","2.20","","62.6","","","16.2","677","361","57.7","78.4","","471"
"2008","68","University of Glamorgan","273","15.20","2.40","","53.4","","","16.3","787","291","52.1","68.1","","465"
"2008","69","University of Brighton","280","14.70","2.90","","64.3","","","18.1","630","197","55.3","76.0","","462"
"2008","70","Bath Spa University","264","15.30","2.50","","54.9","","","24.4","370","116","67.7","86.8","","459"
"2008","71","University of Winchester","265","15.30","2.50","","49.9","","","20.6","536","223","54.7","86.6","","456"
"2008","71","Edinburgh Napier University","293","","2.30","","62.1","","","17.8","814","156","57.4","71.4","","456"
"2008","73","University of Gloucestershire","242","14.80","3.00","","53.9","","","20.2","679","343","51.3","77.5","","452"
"2008","74","Cardiff Metropolitan University","248","14.60","2.70","","54.6","","","20.7","710","366","48.4","82.4","","450"
"2008","75","Northumbria University, Newcastle","291","14.70","2.30","","59.4","","","21.9","727","249","52.4","80.8","","442"
"2008","76","University of Portsmouth","256","14.80","3.20","","59.4","","","18.9","587","160","48.0","84.5","","438"
"2008","77","Bristol, UWE","266","14.50","2.80","","59.8","","","19.8","611","241","56.7","78.5","","437"
"2008","78","Sheffield Hallam University","270","14.30","3.00","","61.3","","","23.8","678","244","55.4","84.6","","433"
"2008","79","University of Chichester","242","15.60","2.10","","59.1","","","21.0","443","167","45.1","85.1","","432"
"2008","80","University of Staffordshire","241","15.00","2.20","","53.4","","","18.1","750","182","52.2","77.8","","431"
"2008","81","Coventry University","239","14.80","2.10","","61.2","","","20.6","664","277","56.0","74.3","","423"
"2008","82","Kingston University","228","14.50","2.70","","64.1","","","18.3","753","172","49.2","77.9","","418"
"2008","83","University of Worcester","221","15.20","1.40","","63.1","","","20.2","652","221","45.4","78.1","","408"
"2008","84","University of Chester","253","15.50","1.60","","48.6","","","17.8","471","207","46.1","77.8","","406"
"2008","85","Canterbury Christ Church University","252","15.50","1.90","","62.5","","","20.4","444","90","45.8","82.0","","405"
"2008","86","University of Bedfordshire","207","14.60","1.80","","59.8","","","23.4","1576","291","41.1","74.6","","404"
"2008","87","University of Sunderland","238","14.40","2.80","","56.3","","","16.7","494","229","50.4","74.4","","403"
"2008","88","De Montfort University","246","14.40","3.10","","64.4","","","21.5","628","149","48.0","81.0","","400"
"2008","89","Abertay University","214","","2.00","","51.9","","","19.8","1408","142","47.2","73.5","","399"
"2008","90","Liverpool John Moores University","252","14.80","2.60","","57.2","","","18.5","673","156","48.4","73.2","","398"
"2008","91","University of Huddersfield","244","15.30","2.40","","55.4","","","20.6","486","123","46.0","80.6","","396"
"2008","91","University of Greater Manchester","179","15.20","1.50","","65.0","","","17.7","423","367","51.7","62.0","","396"
"2008","93","University of East London","190","","2.50","","58.3","","","22.3","775","459","40.0","67.3","","395"
"2008","94","University of Hertfordshire","235","14.50","2.50","","62.2","","","18.5","541","167","45.1","80.3","","391"
"2008","95","University of Northampton","221","14.90","1.70","","55.5","","","19.4","604","166","56.8","77.3","","390"
"2008","95","Leeds Beckett University","263","14.30","2.20","","59.5","","","23.2","795","138","49.0","82.4","","390"
"2008","97","University of Westminster, London","229","14.20","2.80","","53.6","","","17.5","525","199","56.4","76.0","","389"
"2008","98","Manchester Metropolitan University","260","14.40","2.90","","54.2","","","18.9","744","168","47.7","75.4","","386"
"2008","99","Teesside University","236","15.10","1.90","","63.1","","","20.7","582","139","44.6","75.4","","377"
"2008","100","York St John University","266","14.40",".80","","62.0","","","25.6","469","311","49.9","86.0","","376"
"2008","101","University of the West of Scotland","313","","1.60","","55.5","","","20.0","986","167","43.8","65.7","","373"
"2008","102","University of Derby","215","14.80","1.50","","57.2","","","22.4","844","164","49.8","75.5","","364"
"2008","103","University of West London","202","",".50","","61.9","","","19.4","467","109","48.7","73.1","","354"
"2008","104","Anglia Ruskin University","243","14.60","1.50","","61.5","","","19.9","432","154","52.7","73.6","","349"
"2008","104","University of Cumbria","257","14.30","1.60","","70.7","","","22.8","547","124","46.5","84.0","","349"
"2008","106","Southampton, Solent University","224","14.30",".90","","48.9","","","21.6","612","324","43.9","77.7","","343"
"2008","107","Middlesex University","189","14.00","2.70","","55.8","","","29.6","1068","358","46.5","78.6","","339"
"2008","107","University of Wolverhampton","204","14.50","2.00","","53.0","","","21.2","610","354","43.5","73.2","","339"
"2008","109","University of Lincoln","255","14.30","1.70","","48.9","","","26.3","637","162","52.3","83.5","","335"
"2008","110","Liverpool Hope University","220","14.80","1.30","","52.6","","","24.3","828","140","47.0","77.1","","322"
"2008","111","London South Bank University","191","14.20","2.90","","62.1","","","23.1","669","110","51.7","70.2","","302"
"2008","112","University of Greenwich","201","14.20","2.50","","57.3","","","24.0","705","144","42.3","75.7","","294"
"2008","113","Edge Hill University","243","15.10","1.30","","55.9","","","22.8","226","21","38.1","76.5","","269"
"2009","1","University of Oxford","514","4.04","6.48","","83.9","","","11.7","2449","621","90.1","98.6","","1000"
"2009","2","University of Cambridge","530","4.15","6.62","","88.4","","","12.2","1673","622","85.4","97.9","","929"
"2009","3","London School of Economics and Political Science, University of London","473","3.82","6.40","","87.7","","","13.5","1298","251","75.2","96.9","","885"
"2009","4","Imperial College London","473","3.66","6.42","","89.3","","","10.5","2707","508","69.1","96.0","","884"
"2009","5","University of Warwick","452","3.79","6.01","","74.9","","","14.1","1671","318","79.4","96.7","","802"
"2009","6","Durham University","448","3.84","5.74","","75.9","","","15.8","949","530","78.8","96.4","","783"
"2009","7","University of St Andrews","471","4.10","5.71","","73.7","","","13.0","1008","297","83.9","94.7","","778"
"2009","8","UCL (University College London)","440","3.78","5.95","","81.5","","","9.1","1505","209","75.1","94.3","","773"
"2009","9","SOAS University of London","371","3.71","5.54","","68.0","","","10.6","1490","234","73.4","84.4","","756"
"2009","10","Lancaster University","378","3.89","5.79","","60.9","","","12.9","916","430","68.8","92.5","","755"
"2009","11","University of York","429","3.83","5.80","","70.5","","","13.4","1133","277","74.7","95.2","","753"
"2009","12","University of Leicester","362","4.07","4.97","","72.3","","","14.5","911","475","69.0","93.0","","734"
"2009","13","Loughborough University","362","4.07","5.08","","73.2","","","17.3","804","494","67.4","94.0","","725"
"2009","14","University of Bath","430","3.78","5.67","","81.0","","","16.9","871","398","77.3","95.2","","723"
"2009","15","King's College London, University of London","408","3.75","5.45","","80.4","","","12.0","1454","286","72.1","93.3","","714"
"2009","16","University of Glasgow","430","3.81","5.19","","75.0","","","13.8","892","476","68.4","85.5","","710"
"2009","16","University of Bristol","435","3.71","5.70","","81.5","","","15.1","1283","294","78.4","95.9","","710"
"2009","16","University of Nottingham","409","3.66","5.35","","76.0","","","13.8","975","393","75.7","96.3","","710"
"2009","19","University of Exeter","385","4.05","5.24","","68.5","","","17.1","934","334","79.8","94.8","","706"
"2009","20","University of Southampton","392","3.79","5.82","","71.8","","","16.4","999","424","74.8","90.7","","698"
"2009","21","The University of Edinburgh","466","3.64","5.64","","74.9","","","13.4","1145","267","79.9","92.1","","695"
"2009","22","Royal Holloway, University of London","364","3.79","5.67","","66.9","","","14.8","798","374","66.4","88.2","","694"
"2009","23","Aston University, Birmingham","352","3.83","4.96","","76.4","","","17.6","1006","437","65.8","88.4","","688"
"2009","24","University of Birmingham","399","3.77","5.31","","70.4","","","15.7","1085","346","68.4","92.5","","675"
"2009","25","University of Essex","309","3.83","5.63","","62.8","","","14.2","930","341","60.4","83.4","","669"
"2009","26","University of Sheffield","406","3.78","5.49","","73.7","","","14.7","854","336","71.9","92.4","","665"
"2009","27","University of Manchester","414","3.61","5.68","","67.4","","","14.2","1123","323","70.5","92.4","","664"
"2009","27","Newcastle University","398","3.71","5.19","","75.3","","","15.0","1079","380","71.1","92.3","","664"
"2009","29","University of Sussex","390","3.65","5.47","","62.0","","","15.2","772","329","79.5","88.3","","657"
"2009","30","University of Surrey","340","3.67","5.44","","77.3","","","16.4","839","341","61.9","86.9","","653"
"2009","31","University of Strathclyde","495","3.73","4.66","","76.4","","","16.9","1013","233","74.6","81.8","","649"
"2009","32","University of Leeds","387","3.68","5.32","","67.3","","","14.7","813","294","71.8","92.0","","648"
"2009","33","University of East Anglia UEA","361","3.97","5.39","","63.0","","","18.1","754","399","67.5","91.1","","644"
"2009","34","Queen's University Belfast","363","3.74","4.90","","76.1","","","15.4","831","465","70.3","86.5","","642"
"2009","35","University of Kent","307","3.93","4.80","","70.5","","","16.3","763","298","59.7","87.0","","640"
"2009","36","University of Stirling","324","3.74","4.80","","71.8","","","15.4","800","110","67.9","89.9","","639"
"2009","37","Cardiff University","386","3.73","5.39","","73.5","","","14.5","859","251","67.6","90.1","","629"
"2009","38","University of Reading","343","3.82","5.28","","63.3","","","16.2","709","273","71.7","91.8","","626"
"2009","39","University of Aberdeen","400","3.83","4.74","","76.2","","","13.5","947","228","69.7","78.8","","625"
"2009","40","Keele University","315","3.78","4.61","","77.6","","","15.4","740","263","64.0","84.3","","623"
"2009","41","Brunel University of London","313","3.63","4.33","","63.6","","","16.7","1072","392","63.7","85.4","","620"
"2009","42","University of Liverpool","381","3.71","5.18","","70.7","","","13.6","916","264","67.6","89.9","","611"
"2009","43","Queen Mary University of London","341","3.78","5.04","","75.1","","","12.8","824","248","60.8","88.5","","601"
"2009","44","Goldsmiths, University of London","306","3.73","5.25","","63.6","","","15.6","595","172","64.8","82.2","","600"
"2009","45","Aberystwyth University","300","3.94","4.50","","56.2","","","19.2","677","349","61.8","89.8","","576"
"2009","46","City, University of London","320","3.65","4.44","","77.1","","","18.1","693","261","63.7","85.0","","570"
"2009","47","Swansea University","296","3.78","4.61","","61.4","","","15.5","764","313","49.9","88.3","","569"
"2009","48","Heriot-Watt University","377","3.73","4.69","","72.1","","","16.7","720","389","55.0","82.4","","566"
"2009","48","University of Hull","293","3.89","4.32","","71.0","","","19.0","711","246","56.4","83.9","","566"
"2009","50","University of Bradford","269","3.73","4.35","","73.9","","","15.1","815","278","60.5","82.2","","565"
"2009","51","Ulster University","279","3.69","3.78","","62.1","","","16.8","1194","348","60.1","76.9","","548"
"2009","52","University of Dundee","472","3.78","5.11","","73.9","","","14.3","886","245","66.3","68.7","","545"
"2009","52","Nottingham Trent University","266","3.62","2.82","","74.0","","","18.1","882","228","56.4","89.1","","545"
"2009","54","University of Hertfordshire","249","3.64","2.49","","62.1","","","16.5","689","702","47.7","76.0","","533"
"2009","55","University of the Arts London","391","3.42","4.70","","51.5","","","21.0","688","137","58.8","87.1","","523"
"2009","56","Bangor University","280","3.80","4.68","","65.9","","","18.6","765","198","55.6","77.0","","520"
"2009","57","Bournemouth University","284","3.65","1.92","","70.8","","","19.9","784","197","57.0","85.3","","515"
"2009","58","University of Gloucestershire","257","3.70","3.00","","60.2","","","19.0","786","362","54.9","80.6","","513"
"2009","59","Oxford Brookes University","299","3.79","2.80","","65.9","","","18.5","616","366","59.1","84.9","","503"
"2009","60","University of Portsmouth","272","3.85","3.22","","65.4","","","19.7","802","258","49.3","81.4","","502"
"2009","61","Robert Gordon University","322","3.74","1.87","","77.6","","","18.3","811","255","58.8","78.5","","497"
"2009","62","University of the West of Scotland","314","3.74","1.64","","62.3","","","19.3","1005","57","46.1","68.7","","492"
"2009","63","University of Lancashire","268","3.80","2.21","","64.4","","","17.6","701","328","50.9","76.9","","490"
"2009","64","De Montfort University","246","3.73","3.14","","64.8","","","17.6","700","234","49.0","80.6","","479"
"2009","65","Cardiff Metropolitan University","239","3.66","2.72","","55.3","","","19.6","733","414","48.6","85.2","","474"
"2009","66","Bristol, UWE","260","3.74","2.80","","64.4","","","18.9","648","300","55.9","80.5","","471"
"2009","67","University of Brighton","286","3.70","2.93","","67.7","","","19.7","591","220","58.8","83.0","","470"
"2009","68","Abertay University","350","3.74","1.95","","51.4","","","20.8","1406","204","47.6","64.0","","469"
"2009","69","Birmingham City University","265","3.61","2.22","","63.8","","","16.7","744","453","56.6","77.2","","467"
"2009","70","University of Plymouth","275","3.73","3.20","","55.3","","","16.6","749","237","60.2","81.2","","466"
"2009","71","University of Salford","249","3.62","4.27","","63.5","","","18.6","663","301","54.1","73.2","","465"
"2009","71","University of Chichester","260","3.90","2.06","","55.5","","","20.0","482","307","46.7","87.9","","465"
"2009","73","Northumbria University, Newcastle","291","3.62","2.28","","66.4","","","20.7","815","286","49.9","80.7","","460"
"2009","74","University of Winchester","268","3.78","2.46","","49.7","","","18.4","573","257","57.4","84.5","","457"
"2009","75","Bath Spa University","272","3.86","2.47","","55.2","","","21.7","412","138","64.7","85.7","","455"
"2009","75","Queen Margaret University, Edinburgh","320","3.74","2.29","","69.8","","","20.9","752","83","58.5","77.7","","455"
"2009","77","Edinburgh Napier University","290","3.74","2.32","","77.9","","","18.0","766","161","60.8","73.4","","453"
"2009","77","University of Roehampton","224","3.65","3.23","","56.9","","","21.5","992","262","52.1","79.5","","453"
"2009","79","University of Sunderland","249","3.73","2.79","","59.3","","","16.8","512","269","47.7","76.9","","451"
"2009","80","Sheffield Hallam University","267","3.63","3.02","","60.6","","","20.6","666","226","58.1","85.0","","448"
"2009","80","University of Staffordshire","247","3.77","2.20","","53.8","","","18.0","807","244","52.5","79.8","","448"
"2009","82","Middlesex University","198","3.53","2.67","","61.2","","","22.9","1415","430","47.3","71.9","","446"
"2009","83","University of Glamorgan","239","3.77","2.39","","58.4","","","15.7","687","297","51.8","69.3","","443"
"2009","84","University of Wales, Newport","214","3.74","3.01","","60.4","","","20.8","552","295","50.7","74.9","","435"
"2009","85","Coventry University","260","3.72","2.13","","62.0","","","21.5","762","295","60.4","73.7","","430"
"2009","86","University of Bedfordshire","212","3.78","1.82","","56.0","","","21.7","981","364","47.0","75.4","","426"
"2009","87","Buckinghamshire New University","200","3.56","1.91","","45.2","","","18.9","525","597","44.7","82.0","","422"
"2009","88","Manchester Metropolitan University","267","3.65","2.93","","59.4","","","20.2","729","221","51.3","75.2","","418"
"2009","89","Kingston University","234","3.68","2.67","","60.2","","","20.1","691","240","50.0","78.6","","415"
"2009","90","Canterbury Christ Church University","246","3.72","1.92","","63.2","","","18.4","483","126","47.0","83.4","","410"
"2009","90","University of Chester","273","3.75","1.57","","57.6","","","19.2","485","210","54.3","76.1","","410"
"2009","92","University of Westminster, London","244","3.58","2.85","","51.0","","","16.6","541","236","49.6","80.5","","409"
"2009","93","University of Northampton","227","3.77","1.71","","56.3","","","19.4","655","202","55.2","79.9","","406"
"2009","93","University of Worcester","238","3.79","1.39","","62.7","","","20.0","647","176","45.6","80.8","","406"
"2009","95","Southampton, Solent University","225","3.63",".93","","55.7","","","20.8","689","373","43.1","78.2","","405"
"2009","96","Glasgow Caledonian University","341","3.72","2.48","","60.5","","","20.5","714","150","65.7","74.8","","404"
"2009","97","York St John University","282","3.70",".80","","55.2","","","22.7","713","283","50.7","85.4","","399"
"2009","98","Leeds Beckett University","261","3.50","2.22","","59.4","","","24.2","835","124","53.6","82.8","","385"
"2009","99","Liverpool John Moores University","248","3.64","2.60","","61.3","","","19.7","720","193","45.1","77.0","","384"
"2009","99","University of Lincoln","263","3.73","1.71","","50.3","","","23.7","647","192","52.9","83.9","","384"
"2009","101","University of Wales, Lampeter","273","3.75","4.74","","58.8","","","26.3","369","89","56.1","76.9","","380"
"2009","102","Teesside University","248","3.80","1.90","","57.3","","","19.9","601","166","50.2","74.4","","378"
"2009","103","University of Derby","260","3.66","1.47","","49.5","","","20.0","876","218","47.8","77.0","","376"
"2009","104","University of Cumbria","269","3.52","1.40","","72.8","","","21.2","457","177","47.5","76.3","","374"
"2009","105","University of East London","181","3.60","2.49","","59.4","","","21.5","758","425","40.6","68.5","","372"
"2009","105","University of Huddersfield","252","3.77","2.44","","53.2","","","19.9","454","137","53.3","78.9","","372"
"2009","107","University of Wolverhampton","195","3.63","1.99","","56.8","","","18.8","717","303","41.1","73.9","","359"
"2009","108","Edge Hill University","248","3.81","1.30","","57.0","","","22.1","786","146","44.4","78.2","","358"
"2009","109","Anglia Ruskin University","247","3.61","1.50","","60.6","","","17.2","561","188","52.3","64.8","","342"
"2009","110","University of West London","206","3.77",".48","","62.7","","","22.8","494","244","48.4","69.4","","341"
"2009","111","University of Greenwich","206","3.62","2.46","","63.0","","","23.7","621","188","42.4","79.7","","336"
"2009","112","University of Greater Manchester","199","3.82","1.54","","51.8","","","22.1","357","310","52.6","63.3","","281"
"2009","113","London South Bank University","185","3.67","2.88","","56.3","","","25.7","635","146","48.4","72.1","","274"
"2010","1","University of Oxford","524","4.11","2.96","","82.3","","","10.9","2639","587","91.1","97.6","","1000"
"2010","2","University of Cambridge","539","4.18","2.98","","85.5","","","11.6","1755","657","87.0","99.0","","947"
"2010","3","Imperial College London","489","3.69","2.94","","88.4","","","10.3","3036","575","68.5","97.1","","910"
"2010","4","London School of Economics and Political Science, University of London","483","3.77","2.96","","90.6","","","14.1","1391","265","76.0","96.5","","854"
"2010","5","Durham University","459","3.96","2.72","","78.3","","","15.2","1036","682","77.5","96.7","","820"
"2010","6","University of Warwick","463","3.90","2.80","","79.2","","","13.5","1630","354","79.7","95.9","","818"
"2010","7","University of St Andrews","468","4.22","2.72","","77.8","","","12.3","1152","357","85.1","94.2","","801"
"2010","8","UCL (University College London)","452","3.85","2.84","","82.9","","","9.1","1586","220","80.4","92.0","","793"
"2010","9","University of York","434","3.96","2.78","","69.4","","","13.4","1246","369","74.9","95.9","","765"
"2010","9","University of Bath","440","3.90","2.71","","81.9","","","15.3","960","424","75.1","95.6","","765"
"2010","11","The University of Edinburgh","447","3.66","2.75","","76.9","","","12.8","1660","335","80.6","90.4","","757"
"2010","12","Lancaster University","388","3.92","2.71","","64.3","","","13.7","1036","488","69.6","93.3","","749"
"2010","13","Aston University, Birmingham","365","4.02","2.43","","78.1","","","16.6","895","675","63.6","91.0","","739"
"2010","13","University of Southampton","407","3.81","2.72","","76.5","","","14.0","1154","449","74.6","93.7","","739"
"2010","15","SOAS University of London","378","3.82","2.60","","73.5","","","10.7","1520","253","73.2","82.5","","736"
"2010","16","University of Bristol","447","3.72","2.72","","82.0","","","13.3","1386","307","81.5","95.7","","735"
"2010","17","King's College London, University of London","415","3.74","2.69","","83.2","","","11.6","1589","320","72.8","92.3","","724"
"2010","18","Loughborough University","368","4.13","2.62","","75.7","","","17.3","744","496","67.7","91.4","","721"
"2010","19","University of Nottingham","408","3.79","2.67","","76.3","","","13.8","972","392","74.3","95.7","","714"
"2010","20","University of Leicester","360","4.13","2.45","","76.2","","","14.8","970","460","71.6","93.0","","706"
"2010","21","University of Exeter","394","4.15","2.62","","71.7","","","17.6","987","384","79.4","91.5","","704"
"2010","21","University of Sheffield","406","3.88","2.72","","79.1","","","14.5","969","354","74.5","92.2","","704"
"2010","23","Royal Holloway, University of London","365","3.89","2.67","","69.8","","","14.6","868","389","70.3","92.9","","703"
"2010","24","Newcastle University","405","3.84","2.63","","79.4","","","14.9","1097","398","72.2","92.3","","700"
"2010","25","University of Sussex","378","3.88","2.61","","70.6","","","15.6","785","333","81.7","90.1","","697"
"2010","26","University of Glasgow","412","3.88","2.59","","75.4","","","13.5","933","511","71.3","86.7","","694"
"2010","27","University of Birmingham","403","3.89","2.64","","72.7","","","15.3","1216","401","70.9","93.7","","690"
"2010","28","University of Manchester","412","3.67","2.82","","73.8","","","14.7","1136","362","70.4","91.6","","685"
"2010","28","University of Leeds","392","3.82","2.72","","71.1","","","14.4","851","385","73.4","91.9","","685"
"2010","30","University of Essex","302","3.87","2.77","","62.7","","","13.8","1050","413","61.0","87.4","","671"
"2010","31","University of Surrey","352","3.80","2.58","","80.0","","","17.0","858","347","65.1","88.8","","654"
"2010","32","University of East Anglia UEA","361","4.08","2.58","","71.9","","","17.1","866","401","70.1","85.5","","651"
"2010","33","Queen's University Belfast","358","3.80","2.56","","78.3","","","15.3","905","511","69.0","85.0","","648"
"2010","34","University of Reading","347","3.91","2.53","","68.7","","","16.6","709","343","75.4","91.7","","647"
"2010","34","University of Liverpool","387","3.77","2.54","","72.5","","","12.3","1196","285","68.8","91.2","","647"
"2010","36","Cardiff University","394","3.75","2.69","","77.6","","","14.9","927","253","66.8","92.5","","645"
"2010","37","Goldsmiths, University of London","318","3.79","2.58","","69.0","","","12.8","641","178","65.2","85.6","","636"
"2010","38","University of Kent","317","4.00","2.60","","71.8","","","17.0","733","312","61.7","87.8","","625"
